"Zaman damgası","What is your gender? ","What is your department? ","What year are you in school? ","What are your favorite music types? (Select up to 3)","What types of places do you prefer for spending your leisure time?  (Select up to 2)","How often do you listen to music? ","How often do you discuss or debate music with friends? ","Do you feel comfortable sharing your music preferences with others? ","Do you feel the music you listen to reflects who you are? ","Do you think discussing or debating songs helps you socialize? ","How social do you consider yourself? ","Do you prefer listening to music while studying? ","How often do you attend concerts or live music events? ","How important are lyrics to you when listening to music? ","Has there been a turning point in your life that changed your music listening frequency or genre preference? "
"2024/12/11 6:36:48 ÖS GMT+3","Female","Faculty of Arts and Sciences","2nd year","Pop;R&B","Home/Dormitory;Cafes;Parks/Nature;Library;Beaches/Coastal Areas;Sport/Walking Around","4","4","5","4","5","4","2","5","4","No"
"2024/12/11 6:54:30 ÖS GMT+3","Male","Faculty of Engineering","5th year or more","Rock;Classical;Jazz;Metal","Home/Dormitory;Cafes;Parks/Nature;Library;Beaches/Coastal Areas","5","5","5","5","5","3","1","4","1","No"
"2024/12/11 7:21:19 ÖS GMT+3","Female","Faculty of Architecture","Preparatory year","Rock","Home/Dormitory;Cafes","3","3","4","3","3","2","4","2","4","while i was studying for university exam i listened to music a lot"
"2024/12/11 7:25:22 ÖS GMT+3","Female","Faculty of Education","3rd year","Pop","Cafes;Beaches/Coastal Areas","3","1","2","4","2","4","3","2","2","No"
"2024/12/11 7:25:43 ÖS GMT+3","Female","Faculty of Education","2nd year","Rock;Rap;Arabesque","Home/Dormitory;Sport/Walking Around","5","2","5","5","2","3","4","4","3","No"
"2024/12/11 8:53:40 ÖS GMT+3","Male","Faculty of Engineering","3rd year","Pop;Rock;Classical;Jazz;Metal;Country","Pubs","3","1","3","5","3","4","4","2","1","No"
"2024/12/11 9:02:45 ÖS GMT+3","Prefer not to say","Faculty of Engineering","1st year","Rock;Rap;Electronic;Metal;Soundtrack","Home/Dormitory;Sport/Walking Around","5","1","5","5","5","3","1","2","4","No"
"2024/12/11 9:12:51 ÖS GMT+3","Female","Faculty of Education","5th year or more","Pop;Rock;Arabesque","Home/Dormitory;Parks/Nature","4","3","3","4","1","4","1","2","3","No"
"2024/12/11 10:36:48 ÖS GMT+3","Male","Faculty of Education","1st year","Pop;Rock","Home/Dormitory;Library","3","2","2","3","4","3","2","2","3","No"
"2024/12/12 8:27:16 ÖÖ GMT+3","Female","Faculty of Arts and Sciences","1st year","Pop;Arabesque;South Asian Classical (Ghazal, Qawaali etc)","Cafes;Beaches/Coastal Areas","5","3","5","5","4","3","5","4","5","No"
"2024/12/12 11:34:29 ÖÖ GMT+3","Female","Faculty of Education","2nd year","Pop;Rock;Jazz","Home/Dormitory;Parks/Nature;Library","4","3","4","4","3","4","3","3","3","No"
"2024/12/12 11:34:32 ÖÖ GMT+3","Female","Faculty of Education","2nd year","Pop","Home/Dormitory","3","1","3","5","2","3","5","1","3","No"
"2024/12/12 11:35:29 ÖÖ GMT+3","Male","Faculty of Education","1st year","Pop;Electronic;Soundtrack","Parks/Nature;Sport/Walking Around","5","2","1","5","1","2","1","1","1","long vehicle journeys"
"2024/12/12 11:37:32 ÖÖ GMT+3","Male","Faculty of Education","4th year","Pop;Rap;Electronic","Home/Dormitory;Cafes","5","4","4","4","4","4","4","3","4","No"
"2024/12/12 11:40:20 ÖÖ GMT+3","Female","Faculty of Education","2nd year","Pop;Classical;Arabesque","Home/Dormitory;Cafes","3","2","4","4","3","3","4","2","4","No"
"2024/12/12 11:41:41 ÖÖ GMT+3","Female","Faculty of Education","4th year","Pop;Rock;R&B","Home/Dormitory;Parks/Nature","3","2","5","4","4","4","4","2","4","No"
"2024/12/12 11:42:33 ÖÖ GMT+3","Female","Faculty of Education","4th year","Pop;Kpop","Home/Dormitory;Cafes;Parks/Nature","5","2","5","3","2","3","2","3","4","I listen more when I’m depressed."
"2024/12/12 11:43:17 ÖÖ GMT+3","Female","Faculty of Education","2nd year","Rock;Rap;Arabesque","Home/Dormitory","5","4","5","4","5","4","5","2","4","No"
"2024/12/12 11:48:36 ÖÖ GMT+3","Female","Faculty of Education","2nd year","Pop;Rap;Jazz","Home/Dormitory;Sport/Walking Around","4","3","4","3","4","3","2","3","4","No"
"2024/12/12 12:07:12 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Pop","Home/Dormitory","1","1","1","1","1","1","3","3","2","No"
"2024/12/12 12:09:00 ÖS GMT+3","Male","Faculty of Arts and Sciences","2nd year","Rock;Country","Home/Dormitory;Sport/Walking Around","4","3","5","3","5","2","5","1","1","No"
"2024/12/12 12:09:10 ÖS GMT+3","Male","Faculty of Architecture","4th year","Rock;Rap;Metal","Cafes;Sport/Walking Around","3","2","5","3","5","3","3","2","4","No"
"2024/12/12 12:09:16 ÖS GMT+3","Female","Faculty of Architecture","3rd year","Pop;Rock;Jazz;R&B;punk","Home/Dormitory;Cafes","5","4","4","4","4","5","5","3","3","it changes according to my mood"
"2024/12/12 12:09:18 ÖS GMT+3","Male","Faculty of Architecture","4th year","Pop;Rap;Arabesque","Home/Dormitory;Sport/Walking Around","5","2","5","5","3","5","5","3","2","No"
"2024/12/12 12:09:27 ÖS GMT+3","Male","Faculty of Architecture","2nd year","Rock;funk punk","Home/Dormitory;Cafes","4","4","4","4","5","4","4","3","1","No"
"2024/12/12 12:11:43 ÖS GMT+3","Male","Faculty of Architecture","2nd year","Pop;R&B","Home/Dormitory;Parks/Nature","5","3","3","2","1","3","5","3","4","No"
"2024/12/12 12:15:56 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Pop;Electronic;Classical;Metal;Soundtrack","Home/Dormitory;Cafes","2","1","4","1","3","5","4","2","3","Every time it happens"
"2024/12/12 12:20:03 ÖS GMT+3","Female","Faculty of Arts and Sciences","Preparatory year","Pop;Rock;Classical","Home/Dormitory","5","3","4","4","4","4","4","4","3","No"
"2024/12/12 12:22:06 ÖS GMT+3","Female","Faculty of Architecture","1st year","Pop;Classical;Jazz;R&B;","Home/Dormitory;Cafes;Parks/Nature;Student Club Buildings;","4","1","3","2","2","4","4","3","2","No"
"2024/12/12 12:23:36 ÖS GMT+3","Female","Faculty of Architecture","Preparatory year","Pop;Rock;R&B","Cafes","3","2","3","4","2","3","3","2","5","No"
"2024/12/12 12:23:48 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Pop","Cafes","5","1","5","4","3","3","5","2","1","No"
"2024/12/12 12:24:46 ÖS GMT+3","Female","Faculty of Architecture","Preparatory year","Rock;Rap;R&B","Cafes;Student Club Buildings","4","4","5","5","5","4","3","4","4","quarantine"
"2024/12/12 12:25:27 ÖS GMT+3","Male","Faculty of Arts and Sciences","Preparatory year","Pop;Rock;Rap;Classical;Country;Arabesque","Home/Dormitory","5","1","1","3","1","4","4","2","4","No"
"2024/12/12 12:26:33 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Rock;Metal","Home/Dormitory","5","5","4","1","5","4","3","4","4","."
"2024/12/12 12:37:20 ÖS GMT+3","Male","Faculty of Education","5th year or more","Rock;Jazz;Metal","Home/Dormitory;Cafes","5","4","5","5","4","4","5","4","2","As I grew older and discovered websites like discogs, rateyourmusic or last.fm, i was able to expand upon my tastes and discover what was really out there."
"2024/12/12 1:35:00 ÖS GMT+3","Female","Faculty of Arts and Sciences","3rd year","Pop;Rock;Alternative","Home/Dormitory;Cafes","4","2","2","4","2","4","1","4","4"," My genre preference did not completely change but History of Jazz Lecture enhanced, developed my ideas aboyt this genre."
"2024/12/12 2:16:56 ÖS GMT+3","Female","Faculty of Architecture","3rd year","Pop;Rock;Classical","Home/Dormitory;Cafes","4","2","3","1","3","3","2","2","2","No"
"2024/12/12 2:17:29 ÖS GMT+3","Male","Faculty of Architecture","3rd year","Pop;Rock;Arabesque","Home/Dormitory;Cafes","3","2","4","3","2","3","1","2","2","No"
"2024/12/12 2:20:52 ÖS GMT+3","Male","Faculty of Architecture","4th year","Rock;Classical;Metal","Home/Dormitory;Cafes;Library","5","3","5","3","1","5","5","3","4","No"
"2024/12/12 2:24:44 ÖS GMT+3","Female","Faculty of Architecture","4th year","Pop;Classical;R&B","Home/Dormitory;Cafes;Parks/Nature","5","3","3","4","4","3","4","2","4","No"
"2024/12/12 2:28:42 ÖS GMT+3","Male","Faculty of Engineering","3rd year","Pop;Rap;Classical;Jazz;Country","Home/Dormitory;Sport/Walking Around","4","2","3","4","3","3","4","2","3","Life "
"2024/12/12 2:31:30 ÖS GMT+3","Female","Faculty of Architecture","1st year","Pop;Rap;R&B","Home/Dormitory;Sport/Walking Around","5","3","4","5","4","5","4","2","5","İlişki durumu"
"2024/12/12 2:47:59 ÖS GMT+3","Female","Faculty of Architecture","1st year","Pop;Rock;Metal","Library;Sport/Walking Around","3","2","2","4","4","3","4","3","3","Üniversiteye gelmek"
"2024/12/12 2:48:47 ÖS GMT+3","Female","Faculty of Architecture","1st year","Rock;Metal;R&B","Home/Dormitory","5","5","5","5","5","4","5","2","3","İlişki"
"2024/12/12 2:50:16 ÖS GMT+3","Female","Faculty of Architecture","1st year","Pop;Rock;Rap","Home/Dormitory;Student Club Buildings;Sport/Walking Around","5","5","4","5","5","4","5","3","4","Hayatımın birçok farklı döneminde bazı şarkıların arka planda kaldığını hissedip o dönemlerimi o şarkılarla bağdaştırdığım oluyor"
"2024/12/12 2:54:29 ÖS GMT+3","Female","Faculty of Architecture","2nd year","Rap","Home/Dormitory","5","5","5","2","4","4","5","4","2","No"
"2024/12/12 2:55:10 ÖS GMT+3","Male","Faculty of Architecture","3rd year","Rock;Jazz;Metal","Home/Dormitory;Student Club Buildings","5","4","3","5","4","3","3","2","5","Airbag - Radiohead. Listen to it, you'll get it."
"2024/12/12 2:55:37 ÖS GMT+3","Male","Faculty of Architecture","2nd year","Arabesque","Home/Dormitory;Cafes;Parks/Nature","5","3","5","5","3","5","4","1","1","Coğrafya"
"2024/12/12 2:55:45 ÖS GMT+3","Female","Faculty of Architecture","2nd year","Pop;Jazz;R&B","Cafes;Parks/Nature","4","3","3","4","2","4","4","2","4","Gym bırakmak"
"2024/12/12 2:58:16 ÖS GMT+3","Other","Faculty of Architecture","3rd year","Pop;Rock;Rap","Home/Dormitory;Parks/Nature;Sport/Walking Around","3","2","4","5","4","3","2","2","3","Around the time I started antidepressants i started to care about lyrics much more. I didn't listen much Turkish before because understanding the lyrics would overwhelm me. Now I like them. "
"2024/12/12 3:01:51 ÖS GMT+3","Female","Faculty of Arts and Sciences","3rd year","Pop","Home/Dormitory;Parks/Nature;Sport/Walking Around","5","3","5","5","4","5","3","5","3","No"
"2024/12/12 3:02:22 ÖS GMT+3","Female","Faculty of Architecture","3rd year","Pop;Rock;Classical;Country","Cafes;Sport/Walking Around","2","1","1","2","1","4","3","3","3","Ergenlik bitince rap gitti"
"2024/12/12 3:02:22 ÖS GMT+3","Female","Faculty of Architecture","3rd year","Pop;Rock;Rap","Home/Dormitory;Cafes","5","5","5","5","5","3","5","3","5","Olgunlaşma"
"2024/12/12 3:03:22 ÖS GMT+3","Female","Faculty of Architecture","3rd year","Rock;Soundtrack;Folk","Home/Dormitory;Sport/Walking Around","5","2","3","5","4","3","5","2","5","When i realized my favorite book had a musical and that made me start listening to musical theatre and met gothic musical theatre which is now my favorite jenre"
"2024/12/12 3:04:33 ÖS GMT+3","Female","Faculty of Arts and Sciences","3rd year","Pop;Classical","Home/Dormitory;Cafes;Parks/Nature","4","1","3","4","1","3","1","2","4","No"
"2024/12/12 3:23:16 ÖS GMT+3","Male","Faculty of Architecture","2nd year","Pop;Rap;R&B","Home/Dormitory;Cafes;Beaches/Coastal Areas","3","2","4","2","3","1","4","1","2","No"
"2024/12/12 3:23:22 ÖS GMT+3","Female","Faculty of Architecture","2nd year","Metal","Student Club Buildings","5","2","2","5","2","4","4","4","3","No"
"2024/12/12 3:25:40 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Rap","Home/Dormitory;Cafes;Parks/Nature;Library;Beaches/Coastal Areas;Student Club Buildings;Sport/Walking Around","5","5","5","5","5","4","5","3","5","No"
"2024/12/12 3:26:03 ÖS GMT+3","Male","Faculty of Education","Preparatory year","Rap","Home/Dormitory","3","2","1","2","2","2","3","2","3","No"
"2024/12/12 3:27:10 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Pop;Rap;","Home/Dormitory;Cafes;Parks/Nature","4","3","2","3","4","5","2","3","4","No"
"2024/12/12 3:27:25 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Pop;Rap;Arabesque","Home/Dormitory;Cafes","3","3","4","3","2","4","1","2","3","No"
"2024/12/12 3:28:23 ÖS GMT+3","Female","Faculty of Arts and Sciences","4th year","Pop;Rap","Home/Dormitory;Beaches/Coastal Areas","3","3","1","1","2","4","3","3","3","No"
"2024/12/12 3:28:58 ÖS GMT+3","Female","Faculty of Architecture","2nd year","Rock;Classical;R&B","Home/Dormitory;Parks/Nature","5","3","3","2","5","4","5","3","3","discovering different genres as time goes by"
"2024/12/12 3:29:31 ÖS GMT+3","Female","Faculty of Arts and Sciences","4th year","Pop;Rock;Jazz","Cafes;Sport/Walking Around","4","4","5","5","4","3","2","3","2","No"
"2024/12/12 3:30:17 ÖS GMT+3","Female","Faculty of Economic and Administrative Sciences","Preparatory year","Pop","Home/Dormitory;Parks/Nature;Sport/Walking Around","5","2","3","3","2","4","3","3","4","No"
"2024/12/12 3:31:47 ÖS GMT+3","Female","Faculty of Economic and Administrative Sciences","Preparatory year","Pop;Classical;Arabesque","Home/Dormitory;Parks/Nature;Sport/Walking Around","5","3","5","1","3","3","4","1","4","No"
"2024/12/12 3:31:49 ÖS GMT+3","Female","Faculty of Economic and Administrative Sciences","Preparatory year","Pop;Jazz;Arabesque","Home/Dormitory","4","2","3","4","2","3","3","2","5","No"
"2024/12/12 3:35:21 ÖS GMT+3","Female","Faculty of Education","Preparatory year","Pop","Beaches/Coastal Areas","1","3","4","3","3","3","3","3","3","No"
"2024/12/12 3:35:51 ÖS GMT+3","Female","Faculty of Arts and Sciences","Preparatory year","Pop","Home/Dormitory","4","2","5","4","1","4","3","5","3","No"
"2024/12/12 3:37:11 ÖS GMT+3","Male","Faculty of Architecture","3rd year","Pop;Classical;R&B","Home/Dormitory;Parks/Nature","5","3","5","3","5","4","4","1","4","No"
"2024/12/12 3:37:41 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Pop;Jazz","Home/Dormitory;Sport/Walking Around","5","3","3","3","2","4","3","1","5","No"
"2024/12/12 3:38:11 ÖS GMT+3","Male","Faculty of Arts and Sciences","Preparatory year","Pop;Soundtrack;Arabesque","Home/Dormitory","5","1","1","4","2","4","3","3","5","No"
"2024/12/12 3:38:33 ÖS GMT+3","Male","Faculty of Education","Preparatory year","Pop","Home/Dormitory;Parks/Nature;Sport/Walking Around","3","1","2","3","3","2","5","2","3","No"
"2024/12/12 3:38:48 ÖS GMT+3","Female","Faculty of Architecture","3rd year","Pop;Rock;Electronic","Parks/Nature;Beaches/Coastal Areas","5","2","5","4","4","4","4","3","4","No"
"2024/12/12 3:38:55 ÖS GMT+3","Female","Faculty of Architecture","3rd year","Pop;Indie","Home/Dormitory;Cafes;Parks/Nature;Sport/Walking Around","3","5","3","4","4","5","3","3","4","No"
"2024/12/12 3:38:58 ÖS GMT+3","Male","Faculty of Arts and Sciences","Preparatory year","Rock;Classical;Metal","Home/Dormitory;Parks/Nature;Library","4","3","3","3","3","4","3","3","3","No"
"2024/12/12 3:39:21 ÖS GMT+3","Female","Faculty of Education","Preparatory year","Rock;Country;Arabesque","Parks/Nature;Sport/Walking Around","4","2","3","4","2","3","2","4","4","No"
"2024/12/12 3:40:02 ÖS GMT+3","Male","Faculty of Education","Preparatory year","Pop;Rock;Rap","Home/Dormitory;Parks/Nature;Library;Sport/Walking Around","4","2","4","4","4","3","4","2","5","No"
"2024/12/12 3:40:25 ÖS GMT+3","Male","Faculty of Economic and Administrative Sciences","Preparatory year","Pop;Rock;Classical","Home/Dormitory;Parks/Nature;Sport/Walking Around","4","4","3","4","3","3","2","2","4","No"
"2024/12/12 3:40:42 ÖS GMT+3","Female","Faculty of Architecture","2nd year","Pop;Jazz;Arabesque","Home/Dormitory;Cafes","4","3","3","5","3","3","2","4","5","No"
"2024/12/12 3:40:47 ÖS GMT+3","Female","Faculty of Architecture","2nd year","Pop;R&B","Cafes;Student Club Buildings","5","3","4","4","3","3","3","3","3","No"
"2024/12/12 3:40:51 ÖS GMT+3","Female","Faculty of Architecture","Preparatory year","Pop;Rock;Electronic;Metal","Home/Dormitory;Cafes;Parks/Nature;Student Club Buildings;Sport/Walking Around","4","3","4","3","4","3","2","3","4","my best friend"
"2024/12/12 3:41:22 ÖS GMT+3","Female","Faculty of Architecture","2nd year","Pop;Rock;Rap;R&B","Home/Dormitory;Cafes","5","3","4","2","2","3","2","2","2","No"
"2024/12/12 3:41:27 ÖS GMT+3","Male","Faculty of Education","2nd year","Pop;Rock;Rap;Jazz","Home/Dormitory;Library;Student Club Buildings;Sport/Walking Around","5","4","5","5","3","5","4","3","3","No"
"2024/12/12 3:41:33 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Pop;Rock;Metal","Home/Dormitory;Sport/Walking Around","3","4","2","3","1","5","5","3","2","No"
"2024/12/12 3:42:35 ÖS GMT+3","Female","Faculty of Architecture","2nd year","Pop;Rap;Classical","Cafes;Parks/Nature;Sport/Walking Around","5","5","4","3","3","5","4","3","4","No"
"2024/12/12 3:43:21 ÖS GMT+3","Female","Faculty of Architecture","Preparatory year","Pop;Rock;Rap;Classical;Soundtrack","Cafes;Parks/Nature;Library;Beaches/Coastal Areas","3","2","2","2","2","3","4","2","3","No"
"2024/12/12 3:43:26 ÖS GMT+3","Female","Faculty of Engineering","Preparatory year","Rap;Arabesque","Home/Dormitory;Cafes;Parks/Nature","5","4","1","3","1","4","5","2","4","No"
"2024/12/12 3:43:45 ÖS GMT+3","Female","Faculty of Arts and Sciences","Preparatory year","Pop;Classical;Country","Library;Student Club Buildings;Sport/Walking Around","5","1","5","5","5","5","5","5","5","No"
"2024/12/12 3:43:58 ÖS GMT+3","Male","Faculty of Arts and Sciences","Preparatory year","Rap","Home/Dormitory","5","1","5","3","2","3","3","2","4","No"
"2024/12/12 3:44:13 ÖS GMT+3","Prefer not to say","Faculty of Engineering","Preparatory year","Rock","Sport/Walking Around","5","3","2","3","2","2","2","2","2","No"
"2024/12/12 3:44:54 ÖS GMT+3","Male","Faculty of Arts and Sciences","Preparatory year","Rock;Classical;Jazz","Home/Dormitory;Parks/Nature;Beaches/Coastal Areas;Sport/Walking Around","3","4","4","3","2","3","2","1","4","No"
"2024/12/12 3:46:59 ÖS GMT+3","Female","Faculty of Arts and Sciences","3rd year","Pop;Rock;Rap","Home/Dormitory;Cafes","5","3","5","5","2","3","2","2","4","No"
"2024/12/12 3:48:31 ÖS GMT+3","Male","Faculty of Arts and Sciences","Preparatory year","Pop;Rock;R&B;","Home/Dormitory;Library;Sport/Walking Around","4","2","1","4","3","3","4","2","3","No"
"2024/12/12 3:55:08 ÖS GMT+3","Female","Faculty of Education","2nd year","Pop;Rock;R&B","Home/Dormitory;Cafes","4","3","4","5","4","3","3","3","3","No"
"2024/12/12 4:08:57 ÖS GMT+3","Female","Faculty of Education","4th year","Pop;Rock;Arabesque","Home/Dormitory;Cafes","5","3","4","4","1","4","3","2","5","Depremden sonra, arabesk şarkı dinlemeye ağırlık verdim"
"2024/12/12 4:10:19 ÖS GMT+3","Female","Faculty of Education","Preparatory year","Metal","Library","4","5","1","3","5","3","1","3","2","No"
"2024/12/12 4:12:26 ÖS GMT+3","Male","Faculty of Education","5th year or more","Rock;Rap;Metal","Home/Dormitory;Sport/Walking Around","4","4","5","3","5","5","5","3","5","No"
"2024/12/12 4:13:05 ÖS GMT+3","Female","Faculty of Education","4th year","Pop;Rock;Arabesque","Home/Dormitory;Cafes","3","4","5","3","4","3","2","1","4","people I met"
"2024/12/12 4:15:44 ÖS GMT+3","Female","Faculty of Education","Preparatory year","Rap;Metal;","Parks/Nature;Sport/Walking Around","5","4","1","5","5","2","5","4","5","No"
"2024/12/12 4:22:19 ÖS GMT+3","Male","Faculty of Education","Preparatory year","Rock;Metal","Home/Dormitory","5","3","5","4","5","3","3","1","5","No"
"2024/12/12 4:44:48 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Pop;Rap;Classical","Home/Dormitory;Cafes","2","2","4","4","2","3","2","1","5","Yks zamani daha az dinledim"
"2024/12/12 4:44:54 ÖS GMT+3","Male","Faculty of Arts and Sciences","Preparatory year","Pop;Rock;Rap","Home/Dormitory;Parks/Nature;Library;Sport/Walking Around","4","3","2","4","3","3","3","4","3","No"
"2024/12/12 4:45:07 ÖS GMT+3","Male","Faculty of Arts and Sciences","Preparatory year","Rock;Rap;R&B","Home/Dormitory","5","5","3","3","5","4","1","2","3","No"
"2024/12/12 4:45:55 ÖS GMT+3","Female","Faculty of Arts and Sciences","Preparatory year","Pop;Rap;Classical","Cafes;Parks/Nature","4","3","2","3","3","5","3","2","4","No"
"2024/12/12 4:46:02 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Pop;Rock;Rap;Classical;Jazz;R&B;Arabesque","Home/Dormitory;Cafes;Parks/Nature;Library;Beaches/Coastal Areas;Student Club Buildings;Sport/Walking Around","5","4","4","5","4","4","2","3","3","No"
"2024/12/12 4:46:51 ÖS GMT+3","Male","Faculty of Engineering","1st year","Pop;Rap;Classical;Jazz","Home/Dormitory;Cafes;Parks/Nature","3","2","4","3","4","3","2","1","2","No"
"2024/12/12 4:47:07 ÖS GMT+3","Male","Faculty of Engineering","1st year","Pop;Rock;Rap","Parks/Nature","4","2","5","5","2","3","1","2","4","No"
"2024/12/12 4:48:03 ÖS GMT+3","Female","Faculty of Arts and Sciences","Preparatory year","Pop;Rock;Classical","Cafes;Library","3","2","4","3","4","3","2","1","3","No"
"2024/12/12 4:48:52 ÖS GMT+3","Male","Faculty of Engineering","1st year","Rock;Electronic;Metal;Soundtrack;Epic melodic rock","Home/Dormitory;Parks/Nature;Student Club Buildings;Sport/Walking Around","3","3","3","4","3","3","2","1","3","It just happened"
"2024/12/12 4:54:52 ÖS GMT+3","Female","Faculty of Engineering","1st year","Rock;Metal;Arabesque","Home/Dormitory;Student Club Buildings","5","2","4","5","4","3","4","3","5","Yazın kızdırıcı ve kötü denilebilecek tecrübeler edindim. Bunu ailemde bulamadığım metalde buldum hem de extreme thrash metalde. Slayerden devam kardeşim"
"2024/12/12 5:02:36 ÖS GMT+3","Female","Faculty of Architecture","3rd year","Pop;Rock;Classical","Home/Dormitory;Parks/Nature","4","4","5","3","4","3","4","4","4","No"
"2024/12/12 5:05:59 ÖS GMT+3","Male","Faculty of Arts and Sciences","4th year","Rock;Electronic;R&B","Home/Dormitory;Cafes;Parks/Nature;Beaches/Coastal Areas;Student Club Buildings;Pubs","5","3","2","1","5","2","5","3","4","No"
"2024/12/12 5:09:58 ÖS GMT+3","Male","Faculty of Engineering","4th year","Rock;Electronic;Jazz;Country","Home/Dormitory;Cafes;Library;Student Club Buildings","4","4","4","4","4","4","1","2","4","No"
"2024/12/12 5:10:12 ÖS GMT+3","Female","Faculty of Economic and Administrative Sciences","5th year or more","Pop;Rap;R&B","Cafes;Beaches/Coastal Areas","5","3","5","5","3","4","4","4","2","I grew up."
"2024/12/12 5:11:07 ÖS GMT+3","Male","Faculty of Engineering","4th year","Pop;Rock;Rap","Home/Dormitory;Parks/Nature","2","1","4","5","2","5","2","4","2","No"
"2024/12/12 5:13:06 ÖS GMT+3","Female","Faculty of Economic and Administrative Sciences","Preparatory year","Country","Home/Dormitory;Cafes","5","4","5","5","4","2","5","3","5","No"
"2024/12/12 5:13:20 ÖS GMT+3","Prefer not to say","Faculty of Architecture","Preparatory year","Pop;Rock;Electronic;Arabesque","masturbating","5","4","5","4","3","5","3","1","4","No"
"2024/12/12 5:13:30 ÖS GMT+3","Other","Faculty of Engineering","4th year","Pop;Electronic;Classical;Jazz;Country;Soundtrack;Musical","Home/Dormitory;Cafes;Parks/Nature","4","4","4","5","3","4","4","3","4","No"
"2024/12/12 5:13:58 ÖS GMT+3","Male","Faculty of Arts and Sciences","3rd year","Pop;Rock;Country","Home/Dormitory;Library;Sport/Walking Around","3","2","2","3","3","3","4","2","2","No"
"2024/12/12 5:14:04 ÖS GMT+3","Female","Faculty of Arts and Sciences","1st year","Rock;Jazz;Country","Cafes;Parks/Nature;Library","5","5","5","4","5","5","5","5","5","No"
"2024/12/12 5:14:17 ÖS GMT+3","Male","Faculty of Arts and Sciences","4th year","Rock;Classical;Jazz","Home/Dormitory;Library","5","2","4","3","4","2","5","4","3","No"
"2024/12/12 5:14:40 ÖS GMT+3","Female","Faculty of Arts and Sciences","1st year","Pop;Rock","Home/Dormitory;Cafes","3","2","4","5","4","4","1","2","4","Yes, when I met someone new important for a period. I’ve started listening to his favorite genre and even though I’m not in contact with that person anymore, that genre became one of my favorites as well. I’m still listening to it until this day. "
"2024/12/12 5:14:46 ÖS GMT+3","Female","Faculty of Engineering","Preparatory year","Pop;Rock;Classical","Home/Dormitory;Cafes","4","1","2","2","1","4","3","3","2","No"
"2024/12/12 5:15:23 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Rap;Jazz","Beaches/Coastal Areas;Sport/Walking Around","3","1","2","3","3","2","1","2","3","No"
"2024/12/12 5:15:34 ÖS GMT+3","Male","Faculty of Engineering","Preparatory year","Rap;Jazz;Arabesque","Home/Dormitory;Sport/Walking Around","3","3","1","2","5","2","1","2","2","Kız arkadaşımdan ayrılmak"
"2024/12/12 5:16:11 ÖS GMT+3","Female","Faculty of Arts and Sciences","Preparatory year","Pop;Rock","Home/Dormitory;Cafes","1","2","2","3","3","3","2","2","3","No"
"2024/12/12 5:16:39 ÖS GMT+3","Male","Faculty of Arts and Sciences","1st year","Pop;Rap;Classical;Country","Home/Dormitory;Cafes;Parks/Nature;Library;Beaches/Coastal Areas;Student Club Buildings;Sport/Walking Around","5","2","5","4","5","5","5","1","5","No"
"2024/12/12 5:17:26 ÖS GMT+3","Female","Faculty of Arts and Sciences","Preparatory year","Pop;Rock","Home/Dormitory;Parks/Nature","5","3","4","3","4","3","4","3","3","No"
"2024/12/12 5:17:43 ÖS GMT+3","Male","Faculty of Engineering","2nd year","Rock;Jazz;Metal","Parks/Nature;Library","3","1","4","4","3","4","3","3","3","No"
"2024/12/12 5:17:54 ÖS GMT+3","Male","Faculty of Engineering","2nd year","Rock;Rap;Electronic;Classical;Jazz;Metal;Country;Soundtrack;R&B","Home/Dormitory;Library;Sport/Walking Around;","4","3","4","3","3","3","3","3","3","No"
"2024/12/12 5:17:57 ÖS GMT+3","Female","Faculty of Arts and Sciences","Preparatory year","Pop;Rock;Jazz","Home/Dormitory;Cafes","3","3","4","4","5","4","4","2","3","No"
"2024/12/12 5:17:58 ÖS GMT+3","Male","Faculty of Economic and Administrative Sciences","4th year","Pop;Rock;Rap","Home/Dormitory;Library","5","2","4","3","4","3","5","3","4","No"
"2024/12/12 5:18:10 ÖS GMT+3","Male","Faculty of Engineering","1st year","Pop;Rap;Jazz","Home/Dormitory;Library","4","2","5","4","3","4","4","1","3","No"
"2024/12/12 5:18:15 ÖS GMT+3","Male","Faculty of Arts and Sciences","4th year","Pop;Jazz;Soundtrack;","Home/Dormitory;Sport/Walking Around","4","3","4","4","4","4","4","2","5","No"
"2024/12/12 5:18:23 ÖS GMT+3","Female","Faculty of Arts and Sciences","4th year","Pop;Electronic;Classical;Jazz;Country;Soundtrack","Home/Dormitory;Cafes;Parks/Nature;Library;Sport/Walking Around","2","4","5","3","4","5","5","4","4","No"
